	 8.69362e+01	 1.78041e+02	 1.00000e+02	 2.00000e+00
	 3.02906e+02	 1.41415e+02	 1.00000e+02	 2.00000e+00
	 3.62762e+02	 1.69543e+02	 1.00000e+02	 2.00000e+00
	-9.80173e+01	 1.21489e+02	 1.00000e+02	 2.00000e+00
	 7.67077e+01	 1.73264e+02	 1.00000e+02	 2.00000e+00
	 4.69844e+02	 1.46131e+02	 1.00000e+02	 2.00000e+00
	 3.13098e+02	 1.47880e+02	 1.00000e+02	 2.00000e+00
	 3.32927e+02	 1.48667e+02	 1.00000e+02	 2.00000e+00
	 8.67359e+01	 1.77559e+02	 1.00000e+02	 2.00000e+00
	-9.97495e+02	-2.80107e+02	 1.00000e+02	 2.00000e+00
	 8.18184e+01	 1.76000e+02	 1.00000e+02	 2.00000e+00
	 1.05525e+03	-4.83495e+02	 1.00000e+02	 2.00000e+00
	 1.70611e+02	 1.49336e+02	 1.00000e+02	 2.00000e+00
	 3.35003e+02	 1.32464e+02	 1.00000e+02	 2.00000e+00
	 3.68371e+02	 1.48064e+02	 1.00000e+02	 2.00000e+00
	-1.06497e+03	-1.65266e+02	 1.00000e+02	 2.00000e+00
	 1.74862e+02	 1.28591e+02	 1.00000e+02	 2.00000e+00
	 9.63939e+02	-4.16944e+02	 1.00000e+02	 2.00000e+00
	 1.51702e+02	 1.38006e+02	 1.00000e+02	 2.00000e+00
	 2.67728e+02	 1.17093e+02	 1.00000e+02	 2.00000e+00
	 3.28254e+02	 1.41236e+02	 1.00000e+02	 2.00000e+00
	 2.53422e+02	-6.28664e+01	 1.00000e+02	 2.00000e+00
	-3.34889e+02	-4.66713e+02	 1.00000e+02	 2.00000e+00
	 4.23797e+02	 1.55723e+02	 1.00000e+02	 2.00000e+00
	 3.28870e+02	 8.10085e+01	 1.00000e+02	 2.00000e+00
	 2.80836e+02	-1.44490e+02	 1.00000e+02	 2.00000e+00
	 8.23772e+01	 1.68013e+02	 1.00000e+02	 2.00000e+00
	-5.99591e+02	-4.46869e+02	 1.00000e+02	 2.00000e+00
	 1.25835e+03	-8.31901e+01	 1.00000e+02	 2.00000e+00
