       0.000       4.230       0.000
       2.740       4.210       0.000
       5.500       4.260       0.000
       8.270       4.250       0.000
      10.810       4.220       0.000
      13.320       4.180       0.000
      15.640       4.130       0.000
      18.000       4.130       0.000
      20.420       4.080       0.000
      22.790       4.010       0.000
      25.230       3.900       0.000
      27.610       3.980       0.000
      29.970       4.000       0.000
      32.410       3.990       0.000
      34.780       3.930       0.000
      37.190       3.960       0.000
      39.580       3.930       0.000
      41.990       3.870       0.000
      44.460       3.880       0.000
      46.940       3.910       0.000
      49.270       3.970       0.000
      51.610       3.850       0.000
      54.050       3.830       0.000
      56.380       3.930       0.000
      58.650       3.940       0.000
      61.080       3.900       0.000
      63.460       3.840       0.000
      65.810       3.960       0.000
      68.220       3.900       0.000
      70.490       3.970       0.000
      72.950       4.020       0.000
      75.280       4.030       0.000
      77.780       3.970       0.000
      80.210       3.940       0.000
      82.570       3.940       0.000
      84.930       4.000       0.000
      87.340       4.090       0.000
      89.740       4.030       0.000
      92.120       4.000       0.000
      94.460       4.000       0.000
      96.840       3.980       0.000
      99.210       3.990       0.000
     101.700       4.090       0.000
     103.950       4.080       0.000
     106.280       4.170       0.000
     108.680       4.210       0.000
     111.140       4.260       0.000
     113.450       4.200       0.000
     115.820       4.220       0.000
     118.190       4.190       0.000
     120.580       4.160       0.000
     122.980       4.190       0.000
     125.350       4.260       0.000
     127.740       4.250       0.000
     130.110       4.230       0.000
     132.480       4.250       0.000
     134.960       4.280       0.000
     137.320       4.350       0.000
     139.760       4.370       0.000
     142.130       4.440       0.000
     144.450       4.370       0.000
     146.890       4.330       0.000
     149.250       4.430       0.000
     151.600       4.410       0.000
     153.700       4.430       0.000
     155.850       4.440       0.000
     157.960       4.500       0.000
     160.180       4.490       0.000
