	 5.17093e+05	-1.10439e+02	 1.00000e+02	 2.00000e+00
	 5.17483e+05	-7.87739e+01	 1.00000e+02	 2.00000e+00
	 5.17480e+05	-5.35490e+01	 1.00000e+02	 2.00000e+00
	 5.17782e+05	-4.37481e+01	 1.00000e+02	 2.00000e+00
	 5.17411e+05	-1.13754e+01	 1.00000e+02	 2.00000e+00
	 5.17784e+05	-7.24407e+01	 1.00000e+02	 2.00000e+00
	 5.17737e+05	-9.03323e+01	 1.00000e+02	 2.00000e+00
	 5.17414e+05	 3.39708e+00	 1.00000e+02	 2.00000e+00
	 5.17058e+05	-8.05899e+01	 1.00000e+02	 2.00000e+00
	 5.17729e+05	-5.25375e+01	 1.00000e+02	 2.00000e+00
	 5.17738e+05	-1.07426e+01	 1.00000e+02	 2.00000e+00
	 5.18420e+05	-1.99980e+02	 1.00000e+02	 2.00000e+00
	 5.17144e+05	-9.03367e+01	 1.00000e+02	 2.00000e+00
	 5.17409e+05	-2.18805e+00	 1.00000e+02	 2.00000e+00
	 5.17690e+05	-5.17645e+01	 1.00000e+02	 2.00000e+00
	 5.17981e+05	-5.94915e+02	 1.00000e+02	 2.00000e+00
	 5.17737e+05	-2.66017e+00	 1.00000e+02	 2.00000e+00
	 5.17403e+05	-7.45866e+00	 1.00000e+02	 2.00000e+00
	 5.17399e+05	-7.75587e+00	 1.00000e+02	 2.00000e+00
	 5.17884e+05	-5.26911e+02	 1.00000e+02	 2.00000e+00
	 5.17762e+05	-7.03196e+02	 1.00000e+02	 2.00000e+00
	 5.17461e+05	-5.18084e+01	 1.00000e+02	 2.00000e+00
	 5.18498e+05	-1.82595e+02	 1.00000e+02	 2.00000e+00
	 5.17730e+05	-2.21923e+00	 1.00000e+02	 2.00000e+00
	 5.17220e+05	-7.16164e+01	 1.00000e+02	 2.00000e+00
	 5.17313e+05	-1.32092e+02	 1.00000e+02	 2.00000e+00
	 5.17682e+05	-3.17486e+02	 1.00000e+02	 2.00000e+00
	 5.17724e+05	-5.81115e+01	 1.00000e+02	 2.00000e+00
	 5.17653e+05	-7.17671e+02	 1.00000e+02	 2.00000e+00
	 5.17965e+05	-1.06508e+02	 1.00000e+02	 2.00000e+00
	 5.17732e+05	-2.37747e+01	 1.00000e+02	 2.00000e+00
	 5.16392e+05	-5.20533e+02	 1.00000e+02	 2.00000e+00
	 5.17414e+05	 3.77174e+00	 1.00000e+02	 2.00000e+00
	 5.17976e+05	-2.67211e+02	 1.00000e+02	 2.00000e+00
	 5.17409e+05	-8.96659e+01	 1.00000e+02	 2.00000e+00
	 5.17754e+05	-9.41528e+01	 1.00000e+02	 2.00000e+00
	 5.17403e+05	-6.48592e+01	 1.00000e+02	 2.00000e+00
	 5.17893e+05	-2.17857e+02	 1.00000e+02	 2.00000e+00
	 5.17405e+05	-4.38627e+00	 1.00000e+02	 2.00000e+00
	 5.17415e+05	 4.04534e+00	 1.00000e+02	 2.00000e+00
	 5.17737e+05	-5.18154e+00	 1.00000e+02	 2.00000e+00
	 5.17193e+05	-3.65741e+02	 1.00000e+02	 2.00000e+00
	 5.17404e+05	-1.50826e+01	 1.00000e+02	 2.00000e+00
	 5.17974e+05	-1.45228e+02	 1.00000e+02	 2.00000e+00
	 5.17726e+05	-3.87295e+00	 1.00000e+02	 2.00000e+00
	 5.16859e+05	-5.83271e+02	 1.00000e+02	 2.00000e+00
	 5.17632e+05	-6.62087e+01	 1.00000e+02	 2.00000e+00
	 5.17938e+05	-2.19173e+02	 1.00000e+02	 2.00000e+00
	 5.17791e+05	-5.52119e+01	 1.00000e+02	 2.00000e+00
	 5.16358e+05	-2.39323e+02	 1.00000e+02	 2.00000e+00
