    0.86936E+02    0.17804E+03    0.32438E+02    0.15110E+01
    0.30291E+03    0.14141E+03    0.26110E+02    0.14168E+01
    0.36276E+03    0.16954E+03    0.50903E+02    0.17067E+01
   -0.98017E+02    0.12149E+03    0.42661E+02    0.16300E+01
    0.76708E+02    0.17326E+03    0.32719E+02    0.15148E+01
    0.46984E+03    0.14613E+03    0.44945E+02    0.16527E+01
    0.31310E+03    0.14788E+03    0.28293E+02    0.14517E+01
    0.33293E+03    0.14867E+03    0.45419E+02    0.16572E+01
    0.86736E+02    0.17756E+03    0.32410E+02    0.15107E+01
   -0.99749E+03   -0.28011E+03    0.44717E+02    0.16505E+01
    0.81818E+02    0.17600E+03    0.32387E+02    0.15104E+01
    0.10553E+04   -0.48349E+03    0.45597E+02    0.16589E+01
    0.17061E+03    0.14934E+03    0.14986E+03    0.21757E+01
    0.33500E+03    0.13246E+03    0.37607E+02    0.15753E+01
    0.36837E+03    0.14806E+03    0.45040E+02    0.16536E+01
   -0.10650E+04   -0.16527E+03    0.44680E+02    0.16501E+01
    0.17486E+03    0.12859E+03    0.98499E+02    0.19934E+01
    0.96394E+03   -0.41694E+03    0.45599E+02    0.16590E+01
    0.15170E+03    0.13801E+03    0.10906E+03    0.20377E+01
    0.26773E+03    0.11709E+03    0.56848E+02    0.17547E+01
    0.32825E+03    0.14124E+03    0.37770E+02    0.15771E+01
    0.25342E+03   -0.62866E+02    0.48406E+02    0.16849E+01
   -0.33489E+03   -0.46671E+03    0.45012E+02    0.16533E+01
    0.42380E+03    0.15572E+03    0.45145E+02    0.16546E+01
    0.32887E+03    0.81009E+02    0.43216E+02    0.16356E+01
    0.28084E+03   -0.14449E+03    0.46885E+02    0.16710E+01
    0.82377E+02    0.16801E+03    0.32784E+02    0.15157E+01
   -0.59959E+03   -0.44687E+03    0.44826E+02    0.16515E+01
    0.12584E+04   -0.83190E+02    0.45541E+02    0.16584E+01
    0.26202E+03    0.13360E+03    0.56648E+02    0.17532E+01
    0.13132E+03    0.14641E+03    0.92614E+02    0.19667E+01
    0.10447E+04   -0.60883E+03    0.45610E+02    0.16591E+01
   -0.37927E+02    0.35493E+01    0.44341E+02    0.16468E+01
    0.21896E+03    0.10569E+03    0.65204E+02    0.18143E+01
    0.24212E+03    0.14488E+03    0.39189E+02    0.15932E+01
   -0.32772E+03   -0.59312E+03    0.45080E+02    0.16540E+01
    0.82701E+02    0.16557E+03    0.33154E+02    0.15205E+01
    0.14040E+03    0.14166E+03    0.10217E+03    0.20093E+01
    0.20267E+03    0.14216E+03    0.10575E+03    0.20243E+01
    0.38171E+03    0.16506E+03    0.46823E+02    0.16705E+01
    0.98239E+03    0.97720E+02    0.45471E+02    0.16577E+01
    0.56612E+02    0.99827E+02    0.43932E+02    0.16428E+01
    0.35939E+03    0.16841E+03    0.52194E+02    0.17176E+01
    0.33603E+03    0.14590E+03    0.41962E+02    0.16229E+01
    0.25021E+03    0.10383E+03    0.60259E+02    0.17800E+01
   -0.11758E+03    0.93102E+02    0.43197E+02    0.16355E+01
    0.36678E+01    0.96873E+02    0.42147E+02    0.16248E+01
    0.81540E+02    0.17460E+03    0.32429E+02    0.15109E+01
   -0.53900E+03    0.10335E+03    0.44458E+02    0.16479E+01
    0.20583E+03    0.14652E+03    0.12418E+03    0.20940E+01
    0.25989E+03    0.12500E+03    0.59474E+02    0.17743E+01
   -0.55694E+03   -0.93407E+02    0.44580E+02    0.16491E+01
